zongjia,quwei,mianji,shi,ting,wei,chaoxiang,zhuangxiu,louceng,min_time_gongjiao,min_time_zhongxue,count_zhongxue,min_time_xiaoxue,count_xiaoxue,count_gaoxiao,count_yiyuan,min_time_jingdian,count_jingdian,min_time_kaifang,count_kaifang,count_xiuxian
1300,2,100,2,2,1,2,3,2,271,871,1,592,3,0,0,669,1,531,9,1
2500,2,50,1,1,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
3500,2,138,3,2,2,2,3,2,282,802,1,635,5,0,1,254,7,78,17,4
1000,2,35,1,1,1,2,3,2,377,880,1,199,3,0,1,256,4,346,5,0
2200,2,60,1,1,1,2,3,2,211,545,3,474,3,0,1,377,7,603,10,6
1000,2,50,1,1,1,2,3,1,410,815,2,427,3,0,1,238,9,134,17,3
5200,2,251,6,3,2,2,4,3,410,815,2,427,3,0,1,238,9,134,17,3
1900,2,92,2,2,1,2,3,2,212,690,2,89,2,0,1,148,10,483,10,4
2200,2,60,2,1,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
1300,2,62,1,1,1,2,3,1,66,516,1,399,4,0,1,276,9,201,19,4
1300,2,25,1,1,1,2,3,3,122,300,6,475,4,0,4,67,12,117,10,3
2600,2,98,2,2,1,2,3,1,410,815,2,427,3,0,1,238,9,134,17,3
10000,2,400,8,2,1,2,4,2,211,545,3,474,3,0,1,377,7,603,10,6
2500,2,84,3,2,1,1,3,1,276,803,2,654,5,0,1,135,8,208,14,3
2800,2,90,2,2,1,2,3,3,347,362,3,432,1,0,2,278,2,208,6,0
500,2,16,1,1,1,2,2,1,243,771,2,622,5,0,1,103,8,150,14,3
1900,2,69,1,1,1,2,3,2,143,663,3,135,2,0,0,455,3,307,6,1
1600,2,54,1,1,1,2,3,2,226,537,3,288,3,0,2,100,11,57,19,7
5200,2,250,6,3,3,2,4,3,410,815,2,427,3,0,1,238,9,134,17,3
1900,2,75,2,2,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
700,2,28,1,0,1,2,3,1,205,672,1,491,3,0,1,603,5,465,12,2
3600,2,130,3,2,2,2,1,3,114,642,2,603,3,0,1,209,6,435,10,3
1500,2,45,1,1,1,2,3,1,410,815,2,427,3,0,1,238,9,134,17,3
1800,2,43,1,1,1,2,3,3,310,941,0,364,2,0,0,585,5,593,4,0
1000,2,40,1,0,1,2,3,1,349,485,2,556,4,0,0,880,1,928,0,0
800,2,25,1,1,1,2,3,1,271,871,1,592,3,0,0,669,1,531,9,1
3200,2,90,2,2,1,2,3,2,211,545,3,474,3,0,1,377,7,603,10,6
1850,2,60,2,1,1,2,3,2,205,672,1,491,3,0,1,603,5,465,12,2
650,2,32,1,1,1,1,3,1,14,543,3,335,4,0,2,450,3,593,5,0
2500,2,65,1,1,1,2,3,3,410,815,2,427,3,0,1,238,9,134,17,3
1700,2,80,2,2,1,2,3,3,66,516,1,399,4,0,1,276,9,201,19,4
2200,2,60,2,1,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
3500,2,90,2,2,1,2,3,3,105,438,1,264,5,1,1,413,9,333,20,4
5000,2,150,3,2,2,2,3,3,114,642,2,603,3,0,1,209,6,435,10,3
1600,2,72,2,2,1,2,3,2,170,610,3,239,6,0,2,609,3,749,4,0
1300,2,50,1,1,1,1,3,2,156,1387,0,636,1,0,0,139,4,167,2,0
2199,2,100,2,2,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
2600,2,90,2,1,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
2700,2,106,2,2,1,2,3,2,282,802,1,635,5,0,1,254,7,78,17,4
700,2,20,1,0,1,2,3,1,156,1387,0,636,1,0,0,139,4,167,2,0
12500,2,240,4,2,1,2,3,2,211,545,3,474,3,0,1,377,7,603,10,6
3499,2,130,3,2,2,2,3,1,282,802,1,635,5,0,1,254,7,78,17,4
1050,2,65,2,1,1,2,3,1,138,175,3,228,4,0,2,485,2,745,3,0
12000,2,300,10,1,2,2,3,3,66,516,1,399,4,0,1,276,9,201,19,4
1100,2,75,2,1,1,2,2,3,410,815,2,427,3,0,1,238,9,134,17,3
3000,2,88,2,2,1,1,3,2,211,545,3,474,3,0,1,377,7,603,10,6
2200,2,80,2,2,1,1,3,1,170,610,3,239,6,0,2,609,3,749,4,0
2500,2,60,1,1,1,2,3,2,211,545,3,474,3,0,1,377,7,603,10,6
1200,2,60,1,1,1,2,3,2,377,880,1,199,3,0,1,256,4,346,5,0
1350,2,30,1,0,1,2,3,3,243,577,4,188,3,0,1,0,12,39,19,7
2500,2,120,4,2,1,2,3,3,298,1343,0,1034,0,0,1,473,3,217,4,1
1200,2,35,1,1,1,2,3,3,122,300,6,475,4,0,4,67,12,117,10,3
2900,2,83,2,2,1,2,2,1,410,815,2,427,3,0,1,238,9,134,17,3
2300,2,91,2,2,1,2,3,3,48,1131,0,547,3,1,2,537,5,226,7,0
2400,2,89,2,1,1,2,3,2,251,902,0,556,2,0,1,525,6,177,11,3
700,2,20,1,0,1,2,3,1,156,1387,0,636,1,0,0,139,4,167,2,0
3000,2,140,4,2,2,2,3,3,205,672,1,491,3,0,1,603,5,465,12,2
2000,2,70,1,1,1,2,3,2,165,93,3,224,3,0,5,206,17,217,14,3
800,2,20,1,0,1,2,3,2,211,545,3,474,3,0,1,377,7,603,10,6
2299,2,65,1,1,1,2,4,1,298,1343,0,1034,0,0,1,473,3,217,4,1
850,2,30,1,0,1,2,3,2,152,433,3,435,4,0,2,247,9,473,12,6
3600,2,125,3,2,2,2,3,3,105,438,1,264,5,1,1,413,9,333,20,4
1500,2,28,1,0,1,2,3,3,119,597,5,7,4,0,2,55,11,235,18,6
500,2,30,1,1,1,2,3,1,377,880,1,199,3,0,1,256,4,346,5,0
3200,2,105,2,2,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
3000,2,89,2,2,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
3500,2,112,3,2,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
1500,2,80,2,1,1,2,3,2,377,880,1,199,3,0,1,256,4,346,5,0
900,2,40,1,1,1,2,2,2,190,0,5,86,4,1,3,120,15,295,14,5
2600,2,102,3,2,1,2,3,3,105,438,1,264,5,1,1,413,9,333,20,4
2500,2,115,3,2,2,2,2,1,85,563,3,319,4,0,2,255,9,502,9,5
3600,2,125,3,2,2,2,3,3,105,438,1,264,5,1,1,413,9,333,20,4
4000,2,160,3,1,1,2,3,2,59,304,1,107,4,1,1,336,9,202,21,4
2800,2,100,2,1,1,2,3,2,122,300,6,475,4,0,4,67,12,117,10,3
750,2,28,1,1,1,1,3,2,281,855,1,893,1,1,0,235,4,235,4,1
500,2,16,1,0,1,2,3,2,377,880,1,199,3,0,1,256,4,346,5,0
2300,2,42,1,1,1,2,3,2,236,439,4,448,4,0,2,233,16,110,15,1
1200,2,75,2,1,1,1,2,1,267,111,4,220,3,1,2,164,15,168,16,1
1899,2,60,1,1,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
2800,2,90,2,2,1,2,3,2,251,902,0,556,2,0,1,525,6,177,11,3
2500,2,88,2,2,1,2,3,1,347,362,3,432,1,0,2,278,2,208,6,0
3500,2,100,3,2,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
1500,2,35,1,1,1,2,3,3,298,1343,0,1034,0,0,1,473,3,217,4,1
2799,2,90,2,2,1,2,3,2,282,802,1,635,5,0,1,254,7,78,17,4
1000,2,78,2,1,1,1,2,2,186,469,2,297,4,0,0,345,4,572,7,3
1900,2,41,1,1,1,2,3,3,226,537,3,288,3,0,2,100,11,57,19,7
800,2,20,1,0,1,2,3,2,211,545,3,474,3,0,1,377,7,603,10,6
2700,2,100,2,2,1,2,3,2,282,802,1,635,5,0,1,254,7,78,17,4
2500,2,60,1,1,1,2,3,2,243,577,4,188,3,0,1,0,12,39,19,7
1600,2,70,3,1,1,2,2,2,75,199,7,417,3,0,4,149,12,19,20,6
1899,2,60,1,1,1,2,3,2,310,941,0,364,2,0,0,585,5,593,4,0
1000,2,40,1,0,1,2,3,1,349,485,2,556,4,0,0,880,1,928,0,0
2200,2,86,2,2,1,2,3,1,347,362,3,432,1,0,2,278,2,208,6,0
2600,2,106,2,2,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
500,2,17,1,0,1,2,2,1,75,199,7,417,3,0,4,149,12,19,20,6
1800,2,75,2,2,1,1,3,2,334,491,5,289,4,0,1,515,11,350,10,1
2800,2,105,2,2,1,2,3,2,251,902,0,556,2,0,1,525,6,177,11,3
1300,2,90,2,2,1,2,2,2,274,284,3,429,2,2,2,314,15,295,21,2
1100,2,20,1,1,1,2,2,3,122,300,6,475,4,0,4,67,12,117,10,3
900,2,30,1,1,1,2,3,3,282,802,1,635,5,0,1,254,7,78,17,4
2300,2,60,1,1,1,2,3,2,211,545,3,474,3,0,1,377,7,603,10,6
1900,2,45,1,1,1,2,3,2,226,537,3,288,3,0,2,100,11,57,19,7
1480,2,35,1,0,1,2,3,3,410,815,2,427,3,0,1,238,9,134,17,3
1000,2,50,2,2,1,2,2,1,377,880,1,199,3,0,1,256,4,346,5,0
3200,2,90,2,2,1,2,3,3,211,545,3,474,3,0,1,377,7,603,10,6
3500,2,135,3,2,2,2,3,2,114,642,2,603,3,0,1,209,6,435,10,3
1800,2,50,1,1,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
2600,2,97,2,2,1,2,3,1,410,815,2,427,3,0,1,238,9,134,17,3
1400,2,30,1,0,1,1,3,3,211,545,3,474,3,0,1,377,7,603,10,6
3200,2,90,2,2,1,2,3,3,211,545,3,474,3,0,1,377,7,603,10,6
1100,2,70,2,2,1,2,2,1,243,771,2,622,5,0,1,103,8,150,14,3
1500,2,60,2,1,1,1,3,2,48,1131,0,547,3,1,2,537,5,226,7,0
2999,2,105,2,2,1,2,3,2,243,577,4,188,3,0,1,0,12,39,19,7
1100,2,75,2,1,1,2,2,2,119,597,5,7,4,0,2,55,11,235,18,6
800,2,65,2,1,1,2,2,1,407,532,4,416,2,0,0,778,2,651,4,0
3800,2,133,3,2,2,2,3,2,282,802,1,635,5,0,1,254,7,78,17,4
1100,2,75,2,1,1,2,2,2,474,847,1,1278,0,0,0,366,6,366,8,0
3500,2,145,3,2,2,2,3,2,264,227,3,376,3,2,2,257,15,238,19,2
1699,2,45,1,1,1,2,3,3,105,438,1,264,5,1,1,413,9,333,20,4
1600,2,90,2,2,1,2,2,3,149,573,3,995,0,3,0,446,7,329,5,1
2000,2,80,2,2,1,2,3,2,377,880,1,199,3,0,1,256,4,346,5,0
10000,2,400,8,2,1,2,4,2,211,545,3,474,3,0,1,377,7,603,10,6
2200,2,51,1,1,1,2,3,2,226,537,3,288,3,0,2,100,11,57,19,7
2200,2,80,2,2,1,1,3,1,170,610,3,239,6,0,2,609,3,749,4,0
700,2,35,1,1,1,2,2,3,173,798,1,221,3,2,0,48,2,48,8,0
1500,2,84,2,2,1,2,3,2,309,430,3,172,3,0,2,263,2,406,4,0
2600,2,90,2,1,1,2,2,2,59,304,1,107,4,1,1,336,9,202,21,4
1500,2,90,2,1,1,2,2,3,149,573,3,995,0,3,0,446,7,329,5,1
1600,2,60,2,1,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
1500,2,40,1,1,1,2,3,1,59,304,1,107,4,1,1,336,9,202,21,4
15000,2,400,8,2,2,2,4,3,135,760,1,1230,0,2,0,438,3,46,4,0
2380,2,80,2,1,1,2,3,2,282,802,1,635,5,0,1,254,7,78,17,4
1700,2,45,1,1,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
1600,2,85,2,2,1,2,3,1,370,1016,0,437,1,2,1,862,1,735,5,0
1350,2,35,1,1,1,2,2,3,298,1343,0,1034,0,0,1,473,3,217,4,1
3500,2,105,2,2,1,2,3,2,211,545,3,474,3,0,1,377,7,603,10,6
1700,2,80,2,2,1,2,3,2,333,946,0,272,3,0,1,592,6,259,10,3
900,2,40,1,1,1,2,2,2,124,678,3,81,2,0,0,645,1,497,4,0
1300,2,59,2,1,1,2,2,2,119,597,5,7,4,0,2,55,11,235,18,6
2500,2,106,2,2,2,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
1500,2,70,2,2,1,1,2,2,69,452,3,938,0,2,0,248,5,248,11,0
800,2,20,1,0,1,2,2,2,170,610,3,239,6,0,2,609,3,749,4,0
1600,2,40,1,1,1,2,3,2,211,545,3,474,3,0,1,377,7,603,10,6
2500,2,165,4,2,2,2,3,2,333,946,0,272,3,0,1,592,6,259,10,3
3000,2,89,2,2,1,2,3,3,152,479,5,483,3,0,4,357,18,170,13,3
1300,2,73,2,2,1,2,3,3,119,597,5,7,4,0,2,55,11,235,18,6
2600,2,98,2,2,1,2,3,1,410,815,2,427,3,0,1,238,9,134,17,3
1300,2,65,2,1,1,2,3,3,6,228,5,279,3,0,4,287,15,222,24,6
2800,2,90,2,1,1,2,3,2,122,300,6,475,4,0,4,67,12,117,10,3
1200,2,37,1,1,1,2,3,2,135,760,1,1230,0,2,0,438,3,46,4,0
2799,2,89,2,2,1,2,3,1,347,362,3,432,1,0,2,278,2,208,6,0
1000,2,85,2,2,1,2,3,2,178,895,1,1033,0,0,0,615,4,439,6,0
1500,2,65,2,1,1,2,3,2,370,1016,0,437,1,2,1,862,1,735,5,0
1300,2,72,2,2,1,2,2,2,281,855,1,893,1,1,0,235,4,235,4,1
2000,2,95,2,2,1,2,3,1,143,663,3,135,2,0,0,455,3,307,6,1
1300,2,62,2,1,1,2,2,2,370,1016,0,437,1,2,1,862,1,735,5,0
2000,2,50,1,1,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
2600,2,105,2,2,1,2,3,3,410,815,2,427,3,0,1,238,9,134,17,3
2000,2,50,1,1,1,2,3,3,226,537,3,288,3,0,2,100,11,57,19,7
1400,2,80,3,1,1,2,3,2,86,491,6,160,3,0,3,96,13,285,17,6
1700,2,75,2,1,1,2,2,3,251,902,0,556,2,0,1,525,6,177,11,3
2800,2,130,3,2,2,2,3,2,282,802,1,635,5,0,1,254,7,78,17,4
3000,2,80,2,1,1,2,3,3,282,802,1,635,5,0,1,254,7,78,17,4
1400,2,82,2,2,1,2,2,2,243,771,2,622,5,0,1,103,8,150,14,3
2800,2,90,2,2,1,2,3,3,347,362,3,432,1,0,2,278,2,208,6,0
800,2,25,1,0,1,2,3,1,205,672,1,491,3,0,1,603,5,465,12,2
1000,2,50,2,1,1,2,2,2,6,228,5,279,3,0,4,287,15,222,24,6
2900,2,90,2,2,1,2,3,2,226,537,3,288,3,0,2,100,11,57,19,7
1600,2,89,2,2,1,2,3,2,309,430,3,172,3,0,2,263,2,406,4,0
2300,2,80,2,2,1,2,3,3,298,1343,0,1034,0,0,1,473,3,217,4,1
4500,2,115,3,2,2,2,3,1,122,300,6,475,4,0,4,67,12,117,10,3
2000,2,80,2,2,1,2,3,2,298,1343,0,1034,0,0,1,473,3,217,4,1
2600,2,95,2,2,1,2,3,2,114,642,2,603,3,0,1,209,6,435,10,3
1500,2,50,1,1,1,2,3,2,59,304,1,107,4,1,1,336,9,202,21,4
1400,2,35,1,1,1,2,3,2,122,300,6,475,4,0,4,67,12,117,10,3
750,2,35,1,1,1,2,3,1,173,798,1,221,3,2,0,48,2,48,8,0
3000,2,95,2,1,1,2,3,1,152,479,5,483,3,0,4,357,18,170,13,3
1300,2,40,1,1,1,2,3,2,377,880,1,199,3,0,1,256,4,346,5,0
2000,2,55,1,1,1,2,3,2,211,545,3,474,3,0,1,377,7,603,10,6
2500,2,50,1,1,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
800,2,40,1,0,1,2,2,1,104,917,0,340,4,2,2,316,3,80,5,0
500,2,32,1,0,1,1,3,1,14,543,3,335,4,0,2,450,3,593,5,0
950,2,41,1,1,1,2,2,2,104,917,0,340,4,2,2,316,3,80,5,0
3000,2,138,3,2,2,2,2,2,282,802,1,635,5,0,1,254,7,78,17,4
1600,2,50,1,1,1,2,2,2,211,545,3,474,3,0,1,377,7,603,10,6
3000,2,120,3,2,2,2,3,3,122,300,6,475,4,0,4,67,12,117,10,3
1200,2,23,1,0,1,1,3,2,119,597,5,7,4,0,2,55,11,235,18,6
3488,2,120,3,2,2,2,3,3,114,642,2,603,3,0,1,209,6,435,10,3
2600,2,90,2,2,1,2,3,2,251,902,0,556,2,0,1,525,6,177,11,3
1300,2,25,1,0,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
2500,2,95,2,2,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
2600,2,90,2,1,1,2,2,2,59,304,1,107,4,1,1,336,9,202,21,4
2000,2,100,3,2,1,2,3,1,333,946,0,272,3,0,1,592,6,259,10,3
2200,2,70,2,1,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
1599,2,50,1,1,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
1800,2,50,1,1,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
1880,2,84,2,2,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
1000,2,50,2,2,1,2,2,1,377,880,1,199,3,0,1,256,4,346,5,0
3050,2,100,2,2,1,2,3,2,114,642,2,603,3,0,1,209,6,435,10,3
2800,2,140,3,2,2,2,3,2,72,462,1,295,5,0,1,366,8,360,19,4
1999,2,85,2,2,1,2,3,1,410,815,2,427,3,0,1,238,9,134,17,3
1300,2,76,2,1,1,1,2,3,347,362,3,432,1,0,2,278,2,208,6,0
1500,2,70,2,2,1,2,3,2,14,543,3,335,4,0,2,450,3,593,5,0
2800,2,86,2,1,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
1100,2,75,2,1,1,2,2,2,474,847,1,1278,0,0,0,366,6,366,8,0
1850,2,75,2,1,1,2,3,3,251,902,0,556,2,0,1,525,6,177,11,3
1800,2,65,2,1,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
3500,2,130,3,2,2,2,3,1,410,815,2,427,3,0,1,238,9,134,17,3
500,2,30,1,0,1,1,3,2,366,441,4,555,3,1,1,269,12,298,18,7
1700,2,96,2,2,1,2,3,1,333,946,0,272,3,0,1,592,6,259,10,3
1800,2,36,1,1,1,2,3,2,254,815,1,507,1,0,0,464,3,316,3,1
1799,2,85,2,1,1,2,3,2,40,1629,0,1204,0,0,0,628,1,903,0,0
2300,2,51,1,1,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
2200,2,60,2,1,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
4200,2,160,3,2,1,2,3,1,59,304,1,107,4,1,1,336,9,202,21,4
2800,2,88,2,1,1,2,3,1,410,815,2,427,3,0,1,238,9,134,17,3
1700,2,90,2,2,1,2,2,1,66,516,1,399,4,0,1,276,9,201,19,4
1200,2,65,2,2,1,2,2,1,173,798,1,221,3,2,0,48,2,48,8,0
2500,2,115,3,2,2,2,3,1,85,563,3,319,4,0,2,255,9,502,9,5
1500,2,70,2,2,1,2,3,2,377,880,1,199,3,0,1,256,4,346,5,0
7000,2,150,3,2,1,2,4,1,200,1224,0,473,2,0,0,440,4,660,1,0
1000,2,40,1,1,1,2,3,1,410,815,2,427,3,0,1,238,9,134,17,3
2200,2,90,2,2,1,2,3,2,170,610,3,239,6,0,2,609,3,749,4,0
1300,2,20,1,0,1,2,3,3,122,300,6,475,4,0,4,67,12,117,10,3
7800,2,180,1,1,1,2,3,3,226,537,3,288,3,0,2,100,11,57,19,7
1100,2,80,3,2,1,2,2,3,325,623,4,565,2,0,0,428,2,42,8,0
2400,2,89,2,2,1,2,3,2,251,902,0,556,2,0,1,525,6,177,11,3
3500,2,90,2,1,1,2,2,2,226,537,3,288,3,0,2,100,11,57,19,7
4200,2,135,3,1,1,2,3,3,122,300,6,475,4,0,4,67,12,117,10,3
4800,2,122,3,2,2,2,3,1,59,304,1,107,4,1,1,336,9,202,21,4
7800,2,180,1,1,1,2,3,3,226,537,3,288,3,0,2,100,11,57,19,7
1500,2,45,1,1,1,2,3,3,104,597,2,599,5,0,1,169,8,311,14,3
3500,2,120,3,2,2,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
1500,2,85,2,2,1,2,3,2,75,488,4,408,4,0,2,147,12,166,10,1
3200,2,85,2,1,2,2,4,3,243,577,4,188,3,0,1,0,12,39,19,7
700,2,30,1,0,1,1,3,1,14,543,3,335,4,0,2,450,3,593,5,0
3500,2,145,4,2,2,2,3,2,282,802,1,635,5,0,1,254,7,78,17,4
1000,2,50,2,2,1,2,2,1,243,771,2,622,5,0,1,103,8,150,14,3
2999,2,91,2,2,1,2,4,3,105,438,1,264,5,1,1,413,9,333,20,4
3800,2,120,3,2,1,2,3,3,410,815,2,427,3,0,1,238,9,134,17,3
2800,2,130,3,2,2,2,3,1,333,946,0,272,3,0,1,592,6,259,10,3
1800,2,51,1,0,1,2,2,3,226,537,3,288,3,0,2,100,11,57,19,7
1500,2,90,2,1,1,2,2,3,149,573,3,995,0,3,0,446,7,329,5,1
2000,2,120,3,2,1,2,3,2,333,946,0,272,3,0,1,592,6,259,10,3
2488,2,98,2,2,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
1500,2,80,2,1,1,2,3,1,281,855,1,893,1,1,0,235,4,235,4,1
2000,2,81,2,2,1,2,2,3,310,941,0,364,2,0,0,585,5,593,4,0
2200,2,60,2,1,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
2500,2,60,1,1,1,2,3,2,211,545,3,474,3,0,1,377,7,603,10,6
3000,2,105,3,1,1,2,3,2,211,545,3,474,3,0,1,377,7,603,10,6
8000,2,176,4,1,1,2,2,3,226,537,3,288,3,0,2,100,11,57,19,7
2800,2,110,2,2,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
1800,2,45,1,1,1,2,3,2,226,537,3,288,3,0,2,100,11,57,19,7
2500,2,140,3,2,2,2,3,2,349,485,2,556,4,0,0,880,1,928,0,0
1800,2,83,2,2,1,2,3,2,377,880,1,199,3,0,1,256,4,346,5,0
1600,2,80,2,2,1,2,3,1,281,855,1,893,1,1,0,235,4,235,4,1
1700,2,77,2,2,1,2,2,2,243,771,2,622,5,0,1,103,8,150,14,3
1300,2,50,1,1,1,2,3,3,72,462,1,295,5,0,1,366,8,360,19,4
1500,2,50,1,1,1,2,3,2,59,304,1,107,4,1,1,336,9,202,21,4
2200,2,88,2,2,1,2,3,1,149,389,4,456,3,0,2,147,16,119,15,1
650,2,28,1,0,1,2,3,1,205,672,1,491,3,0,1,603,5,465,12,2
900,2,60,2,2,1,2,2,1,14,543,3,335,4,0,2,450,3,593,5,0
2500,2,110,3,2,1,2,2,1,72,462,1,295,5,0,1,366,8,360,19,4
1100,2,60,2,1,1,2,3,2,14,543,3,335,4,0,2,450,3,593,5,0
1600,2,53,1,0,1,2,2,2,17,258,5,309,4,0,4,289,14,226,24,6
1700,2,82,2,2,1,2,3,2,440,636,2,895,1,1,0,537,1,130,3,0
2800,2,90,2,2,1,2,3,3,347,362,3,432,1,0,2,278,2,208,6,0
3500,2,130,3,2,1,2,3,2,114,642,2,603,3,0,1,209,6,435,10,3
1800,2,100,3,2,1,2,3,1,14,543,3,335,4,0,2,450,3,593,5,0
1800,2,78,2,2,1,2,3,3,298,1343,0,1034,0,0,1,473,3,217,4,1
2000,2,90,2,2,1,2,3,1,158,281,6,398,4,0,4,112,10,191,6,3
2500,2,98,2,2,1,2,2,3,282,802,1,635,5,0,1,254,7,78,17,4
1200,2,50,1,1,1,2,2,1,122,300,6,475,4,0,4,67,12,117,10,3
1600,2,84,2,2,1,2,3,2,276,803,2,654,5,0,1,135,8,208,14,3
1999,2,47,1,1,1,2,3,2,211,545,3,474,3,0,1,377,7,603,10,6
1700,2,40,1,1,1,1,3,1,72,462,1,295,5,0,1,366,8,360,19,4
1850,2,128,3,2,1,2,3,2,377,880,1,199,3,0,1,256,4,346,5,0
1500,2,37,1,1,1,2,3,2,17,258,5,309,4,0,4,289,14,226,24,6
1800,2,35,1,0,1,2,3,2,86,491,6,160,3,0,3,96,13,285,17,6
2000,2,45,1,1,1,2,3,2,226,537,3,288,3,0,2,100,11,57,19,7
1800,2,35,1,1,1,2,4,1,298,1343,0,1034,0,0,1,473,3,217,4,1
1800,2,56,1,1,1,2,3,3,24,344,3,353,2,0,5,335,17,85,14,3
650,2,32,1,1,1,2,3,1,14,543,3,335,4,0,2,450,3,593,5,0
2299,2,65,1,1,1,2,4,1,298,1343,0,1034,0,0,1,473,3,217,4,1
2500,2,89,2,2,1,2,3,2,360,593,3,627,4,0,2,348,3,491,7,0
2300,2,95,2,1,1,2,3,1,59,304,1,107,4,1,1,336,9,202,21,4
2700,2,92,2,1,1,2,3,2,114,642,2,603,3,0,1,209,6,435,10,3
1200,2,30,1,0,1,2,3,2,211,545,3,474,3,0,1,377,7,603,10,6
1500,2,70,2,2,1,2,2,2,173,798,1,221,3,2,0,48,2,48,8,0
3000,2,89,2,2,1,2,3,2,211,545,3,474,3,0,1,377,7,603,10,6
1000,2,35,1,1,1,2,4,1,72,462,1,295,5,0,1,366,8,360,19,4
1300,2,40,1,1,1,2,3,3,135,760,1,1230,0,2,0,438,3,46,4,0
3100,2,106,2,2,1,2,3,2,105,438,1,264,5,1,1,413,9,333,20,4
500,2,20,1,0,1,2,3,2,366,441,4,555,3,1,1,269,12,298,18,7
1800,2,110,3,2,2,2,2,2,152,433,3,435,4,0,2,247,9,473,12,6
2300,2,106,2,2,1,2,3,1,410,815,2,427,3,0,1,238,9,134,17,3
2999,2,90,2,2,1,2,3,2,282,802,1,635,5,0,1,254,7,78,17,4
3100,2,90,2,2,1,2,3,2,152,479,5,483,3,0,4,357,18,170,13,3
3500,2,124,3,2,2,2,3,2,282,802,1,635,5,0,1,254,7,78,17,4
3500,2,110,3,2,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
500,2,25,1,0,1,2,2,1,243,771,2,622,5,0,1,103,8,150,14,3
1400,2,70,2,2,1,2,2,1,333,946,0,272,3,0,1,592,6,259,10,3
2700,2,86,2,2,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
2400,2,92,2,2,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
2300,2,91,2,2,1,2,3,2,251,902,0,556,2,0,1,525,6,177,11,3
2500,2,90,2,2,1,2,3,3,251,902,0,556,2,0,1,525,6,177,11,3
1300,2,40,1,1,1,2,3,2,410,815,2,427,3,0,1,238,9,134,17,3
2100,2,100,3,2,1,2,3,3,243,771,2,622,5,0,1,103,8,150,14,3
2600,2,108,1,1,1,2,4,2,410,815,2,427,3,0,1,238,9,134,17,3
5000,2,186,4,2,2,2,3,1,72,462,1,295,5,0,1,366,8,360,19,4
3000,2,100,2,1,1,2,3,1,152,479,5,483,3,0,4,357,18,170,13,3
700,2,25,1,0,1,1,3,2,59,304,1,107,4,1,1,336,9,202,21,4
900,2,30,1,1,1,2,3,2,120,560,2,60,5,0,0,540,3,766,5,2
4000,2,145,2,2,1,2,3,3,104,597,2,599,5,0,1,169,8,311,14,3
3000,2,80,2,1,1,2,3,3,282,802,1,635,5,0,1,254,7,78,17,4
3000,2,120,3,2,2,2,4,2,59,304,1,107,4,1,1,336,9,202,21,4
3500,2,152,4,2,2,1,3,2,85,563,3,319,4,0,2,255,9,502,9,5
2000,2,80,2,2,1,2,3,2,298,1343,0,1034,0,0,1,473,3,217,4,1
3000,2,100,2,2,1,2,3,1,347,362,3,432,1,0,2,278,2,208,6,0
900,2,35,1,0,1,2,3,2,381,453,1,728,2,0,0,1553,0,469,1,0
2300,2,91,2,2,1,2,3,3,48,1131,0,547,3,1,2,537,5,226,7,0
2000,2,44,1,1,1,2,3,2,226,537,3,288,3,0,2,100,11,57,19,7
